name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
Androgen therapy (topp),TREATS,Malignant neoplasm of prostate (neop),AFFECTS,Disease Progression (patf),3.97e-24,92.15,49,15,0,19.59,4.0
Androgen therapy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Survivors (podg),3.23e-32,61.35,48,429,1,53.37,1.0
Androgen therapy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Long-Term Survivors (podg),4.89e-29,56.98,49,20,0,28.16,1.0
Androgen therapy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Inbred C57BL (mamm)",2.68e-09,84.75,49,6,0,6.73,1.0
Ionized calcium (bacs),ISA,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.33e-23,148.75,26,15,0,23.65,5.0
Ionized calcium (bacs),ISA,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,72.24,26,41,0,42.49,3.0
Ionized calcium (bacs),ISA,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,72.03,26,1,0,1.04,3.0
Ionized calcium (bacs),ISA,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),2.19e-37,160.26,26,23,0,43.35,5.0
Entire lumbar spine (blor),LOCATION_OF,Scanning (diap),DIAGNOSES,Neoplasm Metastasis (neop),5.84e-09,25.97,9,28,0,11.89,2.0
Entire lumbar spine (blor),LOCATION_OF,Scanning (diap),DIAGNOSES,Malignant neoplasm of prostate (neop),5.84e-09,99.53,9,28,0,11.89,2.0
Entire lumbar spine (blor),LOCATION_OF,Scanning (diap),DIAGNOSES,Prostate cancer metastatic (neop),5.87e-09,105.65,9,7,0,12.44,2.0
Entire lumbar spine (blor),LOCATION_OF,Scanning (diap),DIAGNOSES,Secondary malignant neoplasm of bone (neop),5.84e-09,38.53,9,29,0,11.79,2.0
Calcium ion (elii),PART_OF,Extracellular (celc),LOCATION_OF,Vesicle (acab),1.41e-07,6.56,12,68,0,14.12,2.0
Prostate (bpoc),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),9.34e-17,238.91,8,34,1,9.88,2.0
Prostate (bpoc),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),9.34e-17,229.93,8,27,1,10.37,2.0
Vitamin D (phsu),TREATS,Carcinoma of the Large Intestine (neop),PROCESS_OF,Survivors (podg),1.27e-09,181.12,13,12,0,23.08,1.0
Vitamin D (phsu),TREATS,Carcinoma of the Large Intestine (neop),PROCESS_OF,Survivors (podg),2.26e-16,175.98,13,34,0,17.97,1.0
C-reactive protein (aapp),COEXISTS_WITH,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.46e-15,272.64,8,35,0,9.83,8.0
C-reactive protein (aapp),COEXISTS_WITH,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.46e-15,263.66,8,28,0,10.29,4.0
Insulin Resistance (patf),COEXISTS_WITH,Vitamin D Deficiency (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),3.77e-16,233.44,16,10,0,16.25,9.0
Prophylactic treatment (topp),USES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.91e-57,248.08,91,35,0,48.46,6.0
Prophylactic treatment (topp),USES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),1.36e-44,239.1,91,28,0,36.62,4.0
"PTH protein, human|PTH (aapp)",STIMULATES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),4.5e-15,252.02,8,35,0,9.83,8.0
"PTH protein, human|PTH (aapp)",STIMULATES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),4.5e-15,243.05,8,28,0,10.29,4.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.04e-12,91.82,15,9,0,14.4,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),COEXISTS_WITH,FLVCR1 (gngm),2.76e-06,101.03,15,4,0,5.07,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),INTERACTS_WITH,Androgens (horm),4.6e-07,60.1,15,5,0,6.67,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),AFFECTS,Cell Proliferation (celf),4.18e-08,12.92,15,16,0,29.06,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.01e-12,96.86,15,42,0,20.36,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),INTERACTS_WITH,Androgen Receptor|AR (aapp),4.57e-09,78.01,15,6,0,8.4,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Prostatic Neoplasms (neop),2.76e-06,101.03,15,4,0,5.07,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.02e-12,101.03,15,9,0,14.4,5.0
"Receptors, Nuclear (aapp)",ISA,TRANSCRIPTION FACTOR (aapp),PART_OF,Malignant neoplasm of prostate (neop),3.41e-12,90.8,15,8,0,12.27,3.0
Control Groups (humn),LOCATION_OF,Calcium (bacs),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),1.35e-15,99.93,13,15,0,24.27,2.0
Control Groups (humn),LOCATION_OF,Calcium (bacs),PART_OF,Protoplasm (celc),2.44e-06,23.43,13,41,0,17.12,2.0
Control Groups (humn),LOCATION_OF,Calcium (bacs),PART_OF,Coronary artery (bpoc),5.91e-07,23.21,13,1,0,1.08,2.0
Control Groups (humn),LOCATION_OF,Calcium (bacs),PREDISPOSES,Malignant neoplasm of prostate (neop),1.35e-15,111.44,13,23,0,20.35,2.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Single Nucleotide Polymorphism (nusq),1.64e-06,77.33,4,30,0,4.53,1.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Prostate-Specific Antigen (aapp),1.64e-06,157.1,4,45,0,4.36,1.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,FLVCR1 (gngm),1.64e-06,154.78,4,14,0,5.14,1.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,ERG gene|ERG (aapp),1.64e-06,166.28,4,8,0,6.0,1.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),USES,Tissue Microarray (resd),3.24e-06,86.84,4,7,0,6.29,1.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,Insulin-Like Growth Factor I (aapp),1.72e-06,88.65,4,8,0,6.0,1.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),LOCATION_OF,KLK3 gene|KLK3 (aapp),1.64e-06,129.45,4,12,0,5.33,1.0
Sun Exposure (fndg),PROCESS_OF,cohort (popg),USES,Gleason grading system for prostatic cancer (clas),1.64e-06,160.15,4,14,0,5.14,1.0
Skin Pigmentation (ortf),PRODUCES,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.94e-06,222.07,4,4,0,8.0,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Osteoporosis (dsyn),1.03e-06,16.65,39,25,0,41.03,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),DISRUPTS,Osteoclasts (cell),3.23e-21,26.65,39,23,0,36.56,5.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Bone pain (sosy),8.34e-16,41.28,39,13,0,17.33,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Malignant neoplasm of prostate (neop),8.24e-40,96.11,38,60,1,62.07,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),PREVENTS,Neoplasm Metastasis (neop),4.05e-06,43.46,39,5,0,5.64,5.0
amidronate (phsu),ISA,Diphosphonates (phsu),PREVENTS,loss; bone (patf),3.95e-30,32.46,38,27,1,46.18,5.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,loss; bone (patf),4.18e-09,26.49,39,10,0,12.56,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),INHIBITS,Bone Resorption (ortf),1.62e-26,21.62,39,37,0,72.1,5.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Multiple Myeloma (neop),1.26e-14,24.91,38,16,1,22.74,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Bone Diseases (dsyn),1.82e-13,22.29,39,18,0,26.31,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Secondary malignant neoplasm of bone (neop),8.24e-40,40.51,38,103,1,52.02,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),PREVENTS,Secondary malignant neoplasm of bone (neop),1.14e-11,38.29,39,10,0,12.56,5.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Hypercalcemia (dsyn),3.25e-06,19.33,39,11,0,14.1,4.0
amidronate (phsu),ISA,Diphosphonates (phsu),TREATS,Neoplasm Metastasis (neop),8.25e-40,38.03,39,36,0,69.23,4.0
Management procedure (hlca),USES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),9.34e-17,238.91,9,35,0,11.31,6.0
Management procedure (hlca),USES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),9.34e-17,229.93,9,28,0,11.89,4.0
Calcium (bacs),PART_OF,Control Groups (humn),LOCATION_OF,Prostate-Specific Antigen (aapp),5.3e-07,121.52,5,9,0,7.78,2.0
Cartilage (tisu),LOCATION_OF,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),2.25e-07,235.53,4,35,0,4.46,2.0
Cartilage (tisu),LOCATION_OF,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),2.25e-07,226.55,4,28,0,4.57,2.0
Immunomodulators (imft),INTERACTS_WITH,Cholecalciferol (phsu),TREATS,Malignant neoplasm of prostate (neop),4.84e-06,259.17,4,4,0,8.0,4.0
Extracellular Matrix (tisu),LOCATION_OF,Vesicle (acab),COEXISTS_WITH,Malignant neoplasm of prostate (neop),4.56e-09,87.01,15,6,0,8.4,2.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Metabolic syndrome (dsyn),PREDISPOSES,Malignant neoplasm of prostate (neop),6.12e-19,242.33,10,16,0,16.25,21.0
Vitamin D Deficiency (dsyn),PREDISPOSES,Metabolic syndrome (dsyn),COEXISTS_WITH,Malignant neoplasm of prostate (neop),6.2e-11,249.23,10,7,0,11.9,9.0
Chemoprevention (topp),USES,Vitamin D (phsu),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),5.28e-17,254.09,9,35,0,11.31,6.0
Chemoprevention (topp),USES,Vitamin D (phsu),TREATS,Malignant neoplasm of prostate (neop),5.28e-17,245.11,9,28,0,11.89,4.0
Cytosol (celc),PART_OF,Intestines (bpoc),LOCATION_OF,Adverse effects (patf),2.58e-09,54.64,27,12,0,17.33,2.0
Cytosol (celc),PART_OF,Intestines (bpoc),LOCATION_OF,Toxic effect (inpo),1.22e-39,54.37,27,58,0,39.57,2.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,high-risk group (popg),1.9e-26,238.41,14,19,0,24.32,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),OCCURS_IN,Participant (humn),4.71e-06,236.01,14,4,0,5.14,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,"Rats, Sprague-Dawley (mamm)",2.76e-06,254.42,14,4,0,5.14,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Aggressive behavior (mobd),1.4e-12,244.19,14,8,0,12.57,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Aggressive behavior (mobd),2.68e-09,241.27,14,6,0,8.57,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Adenocarcinoma (neop),1.27e-15,239.08,14,10,0,17.14,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Chronic inflammation (patf),3.14e-14,245.22,14,9,0,14.79,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Elderly man (aggp),1.5e-09,254.42,14,6,0,8.57,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PART_OF,Uterus (bpoc),2.68e-09,241.27,14,6,0,8.57,3.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Diabetes Mellitus (dsyn),8.05e-21,247.85,14,13,0,25.07,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Disease Progression (patf),8.05e-21,247.85,14,13,0,25.07,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Population Group (popg),1.9e-26,288.97,14,33,0,19.94,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PART_OF,Prostate (bpoc),1.9e-26,244.58,14,50,0,17.92,3.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Benign prostatic hypertrophy (neop),1.9e-26,243.48,14,37,0,19.3,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Surgical Patients (podg),2.68e-09,241.27,14,6,0,8.57,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),ISA,Prostatic Diseases (dsyn),1.9e-26,247.17,14,35,0,19.6,5.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Veterans (popg),1.9e-26,236.02,14,32,0,20.12,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,organ donor (popg),4.71e-06,236.01,14,4,0,5.14,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Secondary malignant neoplasm of bone (neop),3.77e-16,254.42,14,10,0,17.14,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Cell Cycle (celf),6.2e-11,242.91,14,7,0,10.5,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PRODUCES,parathyroid hormone-related protein (aapp),3.45e-11,254.42,14,7,0,10.5,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Couples (humn),2.68e-09,241.27,14,6,0,8.57,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PRODUCES,Androgens (horm),2.88e-17,240.26,14,11,0,19.64,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Cell Death (celf),2.76e-06,254.42,14,4,0,5.14,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,father (humn),1.9e-26,231.85,14,40,0,18.9,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Transgenic (mamm)",1.9e-26,237.38,14,22,0,22.91,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Tumorigenesis (neop),1.47e-20,242.15,14,13,0,25.07,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Population at Risk (popg),1.59e-17,246.75,14,11,0,19.64,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Clinicians (humn),4.71e-06,236.01,14,4,0,5.14,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Pathogenesis (patf),1.9e-26,248.02,14,40,0,18.9,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,member (popg),9.48e-23,254.43,14,14,0,28.0,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Prostate cancer metastatic (neop),2.76e-06,254.42,14,4,0,5.14,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,cohort (popg),2.68e-09,241.27,14,6,0,8.57,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Electromagnetic Energy (npop),1.14e-07,239.07,14,5,0,6.79,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PRODUCES,Androgen Receptor|AR (aapp),2.68e-09,241.27,14,6,0,8.57,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Ethnic group (popg),1.9e-26,247.17,14,35,0,19.6,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,"Transcription, Genetic (genf)",1.5e-09,254.42,14,6,0,8.57,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Neoplasm progression (neop),1.9e-26,239.7,14,21,0,23.33,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,African race (popg),1.9e-26,236.72,14,21,0,23.33,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Homosexuals (popg),7.43e-09,223.73,14,6,0,8.57,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PART_OF,Breast (bpoc),1.59e-17,246.75,14,11,0,19.64,3.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Xenograft Model (emod),1.9e-26,240.85,14,138,0,15.42,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),ISA,Solid tumor (neop),1.9e-26,248.85,14,77,0,16.55,5.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Carcinogenesis (neop),1.9e-26,250.43,14,22,0,22.91,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Germ-Line Mutation (genf),7.62e-13,254.42,14,8,0,12.57,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Asians (popg),1.9e-26,237.59,13,57,1,15.96,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,"Recipient, Transplant (podg)",1.9e-26,238.18,14,28,0,21.0,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Prostatic Neoplasms (neop),3.77e-16,254.42,14,10,0,17.14,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Males (popg),1.9e-26,275.36,14,27,0,21.26,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),ISA,Cancer of Urinary Tract (neop),1.4e-12,244.19,14,8,0,12.57,5.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Urologist (humn),1.9e-26,246.06,14,20,0,23.8,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PART_OF,Solid organ (bpoc),1.14e-07,239.07,14,5,0,6.79,3.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,cohort (popg),1.9e-26,245.19,14,351,0,14.56,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Donor person (humn),3.45e-11,254.42,14,7,0,10.5,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Oxidative Stress (comd),1.5e-09,254.42,14,6,0,8.57,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,General Population (popg),1.9e-26,244.75,14,51,0,17.84,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Black African (popg),1.91e-07,228.11,14,5,0,6.79,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Koreans (ethnic group) (popg),6.49e-08,254.42,14,5,0,6.79,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,network (popg),2.88e-17,240.26,14,11,0,19.64,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,High-Risk Cancer (neop),3.45e-11,254.42,14,7,0,10.5,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Couples (humn),1.92e-26,241.27,14,18,0,24.89,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Malignant neoplasm of kidney (neop),3.4e-08,277.44,14,5,0,6.79,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Caucasoid Race (popg),1.9e-26,240.61,14,124,0,15.58,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),ISA,Malignant disease (dsyn),1.9e-26,248.86,14,31,0,20.32,5.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,gene polymorphism (genf),1.9e-26,250.75,12,22,2,18.55,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,"Mice, Nude (mamm)",1.9e-26,237.4,14,66,0,16.97,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Racial group (popg),1.9e-26,248.3,14,28,0,21.0,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Transgenic Model (emod),1.9e-26,247.02,14,57,0,17.44,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Hospital specialist (humn),9.35e-25,232.5,14,16,0,26.25,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Modulus (invt),1.91e-26,249.58,14,18,0,24.89,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,African American (popg),1.9e-26,241.09,14,170,0,15.15,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Health Personnel (humn),5.07e-17,234.69,14,11,0,19.64,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,High Risk Populations (popg),1.9e-26,250.05,14,20,0,23.8,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Control Groups (humn),1.9e-26,242.92,14,28,0,21.0,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Tumorigenesis (neop),7.62e-13,254.42,14,8,0,12.57,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,cohort (popg),1.9e-26,241.9,14,76,0,16.58,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Participant (humn),1.9e-26,247.32,14,95,0,16.06,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Brothers (humn),1.9e-26,224.84,14,38,0,19.16,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Neoplasm Metastasis (neop),1.9e-26,244.91,14,26,0,21.54,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PART_OF,Lobe (bpoc),2.76e-06,254.42,14,4,0,5.14,3.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,tumor growth (neop),1.79e-22,248.29,14,14,0,28.0,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),OCCURS_IN,cohort (popg),1.9e-26,254.43,14,20,0,23.8,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PRODUCES,Testosterone (strd),6.49e-08,254.42,14,5,0,6.79,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Metabolic syndrome (dsyn),1.56e-14,216.51,14,10,0,17.14,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),AFFECTS,Gene Expression (genf),6.49e-08,254.42,14,5,0,6.79,7.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,Physicians (humn),1.9e-26,246.06,14,20,0,23.8,1.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),ISA,Prostatic Neoplasms (neop),3.56e-19,247.34,14,12,0,22.29,5.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),COEXISTS_WITH,Advanced cancer (neop),2.76e-06,254.42,14,4,0,5.14,8.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),ISA,Urologic Diseases (dsyn),9.48e-23,254.43,14,14,0,28.0,5.0
Vitamin D3 Receptor (gngm),ASSOCIATED_WITH,Malignant neoplasm of prostate (neop),PROCESS_OF,spouse (humn),4.71e-06,236.01,14,4,0,5.14,1.0
